longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,longitude_bin,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN
-1.3428091431408828,1.0385026859502022,1.8561815225324745,-0.19883138848111012,-0.2452154019784098,-0.45519335442361397,-0.2551254315832256,-0.35139464349045885,281500.0,NEAR BAY,0.019648332203345185,-0.2559604885221885,-0.07769971749617116,2,False,False,False,True,False
-1.3428091431408828,1.0385026859502022,1.8561815225324745,0.3975301911669131,0.5130436881694619,0.0693402071332175,0.6132559603147358,-0.31591677092241194,241800.0,NEAR BAY,-0.2653557555646469,0.013472548208497909,-0.09836594568187058,2,False,False,False,True,False
-1.3428091431408828,1.0385026859502022,1.8561815225324745,-0.06635752490057306,-0.14983690007301712,-0.2891793652440107,-0.0824953958444742,-0.41882365648699876,213500.0,NEAR BAY,-0.04298516714615038,-0.3603111613503341,-0.06975884916437779,2,False,False,False,True,False
-1.3428091431408828,1.033820820254708,1.8561815225324745,-0.8891623177277842,-0.8246398010536703,-0.9541183750963577,-0.8514837368625485,-0.6301117581014498,191300.0,NEAR BAY,-0.5775805815362782,0.9292622171760023,-0.10474847893517437,2,False,False,False,True,False
-1.3428091431408828,1.0385026859502022,1.8561815225324745,0.003317309923792452,0.21260140716747503,-0.18851130797552793,0.3150768076750744,-1.028527214284753,159200.0,NEAR BAY,-0.47131898220505597,0.3533972225522698,-0.10743675682408677,2,False,False,False,True,False
-1.3428091431408828,1.0385026859502022,1.6972653653772076,-0.6948061995335015,-0.6052692466712671,-0.6432836719515687,-0.6160791426733421,-0.9188826911998249,140000.0,NEAR BAY,-0.479596284699903,0.5959617791924667,-0.041451186127348424,2,False,False,False,True,False
-1.3478004503108902,1.0385026859502022,1.8561815225324745,-0.30701073728736183,-0.45266364362263883,-0.5585105710938989,-0.4408335003324884,-0.5767370358699966,152500.0,NEAR BAY,0.20636779942121725,-0.5715791853462585,-0.06498150352462462,2,False,False,False,True,False
-1.3478004503108902,1.0385026859502022,1.8561815225324745,-0.645300395842505,-0.581424621194919,-0.6865532755143376,-0.5140704851913526,-0.9214093052699528,155500.0,NEAR BAY,-0.5562374673738996,0.38017696033744824,-0.08974190540949739,2,False,False,False,True,False
-1.3428091431408828,1.033820820254708,1.6972653653772076,-0.1818710668462317,-0.19514168847807864,-0.3845491037088892,-0.21066011934748657,-0.9893646961977695,158700.0,NEAR BAY,-0.03448683126091502,-0.1621292201636749,-0.06815910205475886,2,False,False,False,True,False
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.519243951258949,-0.5695023084567449,-0.6494650438891071,-0.5873074700502169,-0.6671161266701989,162900.0,NEAR BAY,0.014734492839610838,-0.23792774296166527,-0.054070400036224334,2,False,False,False,True,False
-1.3478004503108902,1.0385026859502022,0.9026845796008742,-0.863951028811073,-0.841331038887114,-0.8976029745245778,-0.8724085896793669,-1.3227198400752775,147500.0,NEAR BAY,-0.36574856631245767,0.47837840777529395,-0.05842591393916948,2,False,False,False,True,False
-1.3478004503108902,1.0385026859502022,1.0616007367561409,-0.4569033095739903,-0.4049743926699425,-0.4384153448788668,-0.34928726925890813,-1.1354872099201703,159800.0,NEAR BAY,-0.3843226190260093,0.15514869909728343,-0.05126267576274378,2,False,False,False,True,False
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.09156881381728427,0.009922090618515598,-0.3624727753605377,-0.05633932982345126,-1.1294338637104884,113900.0,NEAR BAY,-0.13449887105128813,0.12707617011794128,-0.09120379587788437,2,False,False,False,True,False
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.4344423430845567,-0.476508269098987,-0.5055273830578554,-0.4565271399451022,-0.8896160782208427,99700.0,NEAR BAY,-0.09504560588514352,-0.2168626816538723,-0.042947087607164466,2,False,False,False,True,False
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.18874687291442566,-0.23806201433550533,-0.3704202535659442,-0.2028132995411797,-0.6688531738434118,132600.0,NEAR BAY,-0.06420787939119312,-0.26516779869534113,-0.06612577157912004,2,False,False,False,True,False
-1.352791757480905,1.0385026859502022,0.9821426581785077,-0.9629626361930661,-0.9867832542928378,-0.9788438628465114,-0.9953420999781746,-0.7721285239598924,107500.0,NEAR BAY,-0.37718622655684253,0.24694690316046022,-0.03916787278346332,2,False,False,False,True,False
-1.352791757480905,1.0385026859502022,1.6178072867995743,-0.6902223288213722,-0.698263286029025,-0.722758454005634,-0.6814693077258994,-0.742703997601527,93800.0,NEAR BAY,-0.2833202089241091,0.03272361239837905,-0.05111848001961739,2,False,False,False,True,False
-1.352791757480905,1.0385026859502022,1.8561815225324745,-0.33818105812984117,-0.2762134150976624,-0.2856471527082745,-0.268203464593737,-1.085744495414526,105500.0,NEAR BAY,-0.26196995287251257,0.12289278289346452,-0.02838843204905117,2,False,False,False,True,False
-1.352791757480905,1.033820820254708,1.6972653653772076,-0.25383783702666185,-0.10691657421559042,-0.26003861182418675,-0.06941736283396273,-1.1729126808339403,108900.0,NEAR BAY,-0.41522288038298205,0.3451083160381129,-0.06542921927722893,2,False,False,False,True,False
-1.352791757480905,1.033820820254708,1.8561815225324745,-0.8740355443777575,-0.8985581400303496,-0.9099657183996547,-0.901180262302492,-1.1491730361333632,132000.0,NEAR BAY,-0.2933471011165669,0.08712545372608795,-0.05028675357613252,2,False,False,False,True,False
-1.352791757480905,1.033820820254708,1.6178072867995743,-0.3299300908480084,-0.21421738885915717,-0.49669685171851474,-0.31789999003368064,-1.0228949704200927,122300.0,NEAR BAY,-0.14559425699178216,0.2989342443691618,-0.07583301537994688,2,False,False,False,True,False
-1.352791757480905,1.033820820254708,1.8561815225324745,-0.22129235497054375,-0.13314566223957341,-0.22736564586862656,-0.1531167741012361,-1.0049454829635587,115200.0,NEAR BAY,-0.22105438581956893,0.14736551640073556,-0.040644838653716896,2,False,False,False,True,False
-1.3478004503108902,1.033820820254708,1.538349208221941,-0.3271797684207308,-0.3048269656692802,-0.35275919088726304,-0.43037107392407925,-1.0915872904516968,110400.0,NEAR BAY,0.1246158382545519,-0.015248797558663534,-0.0007672585489872312,2,False,False,False,True,False
-1.3478004503108902,1.0291389545592105,1.6178072867995743,-0.4495691164345834,-0.4073588552175773,-0.5929496433173272,-0.44606471353669297,-1.313666139657319,104900.0,NEAR BAY,-0.16111009190537745,0.11270990711535883,-0.07499297111609159,2,False,False,False,True,False
-1.3478004503108902,1.0291389545592105,1.7767234439548412,0.013401825490476934,0.08860935469046455,-0.14789086381456118,0.09536585309848176,-0.6002661293980631,109700.0,NEAR BAY,-0.18470651075554104,0.024376997155213995,-0.06967593986625004,2,False,False,False,True,False
-1.3478004503108902,1.0291389545592105,1.6178072867995743,-0.6512594277682731,-0.6076537092189019,-0.7554314199611942,-0.6160791426733421,-1.2551855514924823,97200.0,NEAR BAY,-0.33415084408340817,0.2805459538775458,-0.08777026608189302,2,False,False,False,True,False
-1.3478004503108902,1.0291389545592105,1.538349208221941,-0.3840197652511343,-0.24998432707367943,-0.3871982631106914,-0.3283624164420898,-1.459893928965975,104500.0,NEAR BAY,-0.25120641633864566,0.4057356116386794,-0.04155845588175912,2,False,False,False,True,False
-1.352791757480905,1.0291389545592105,1.8561815225324745,-0.5155768546892455,-0.3501317540743417,-0.4631408326290205,-0.2525098249811233,-1.2950849986832529,103900.0,NEAR BAY,-0.6788776228996898,0.6791637152750569,-0.080390852276978,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.5343707246089756,-0.49319950693243075,-0.6503480970230412,-0.49837684557873885,-0.205640594319952,191400.0,NEAR BAY,-0.271498566904203,0.1639272938483395,-0.08096457296419295,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.093402362102136,0.4248185739069737,-0.04280754087640808,0.5138629094348487,-0.6742222287424339,176000.0,NEAR BAY,-0.7819960973500957,1.22922309109334,-0.10516350191603237,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.44498524572245407,-0.28098234019293206,-0.4234034416019878,-0.2734346777979416,-0.9332001709305501,155400.0,NEAR BAY,-0.4906040142495589,0.5802227217385296,-0.06506177505424288,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.7767234439548412,-0.7791494206366808,-0.5385042953374922,-0.8022332360596994,-0.6553132417048765,-1.3609348778859633,150000.0,NEAR BAY,-0.6749746115242417,1.8157403124166354,-0.09574131351928453,2,False,False,False,True,False
-1.3428091431408828,1.033820820254708,1.6178072867995743,-0.8813697375171644,-0.7984107130296872,-0.8508011584260727,-0.8122496378310141,-1.4978984156041497,118800.0,NEAR BAY,-0.669538066464067,1.065432873999438,-0.060294906318829805,2,False,False,False,True,False
-1.3428091431408828,1.033820820254708,1.8561815225324745,-0.7727320016396998,-0.7984107130296872,-0.8463858927564024,-0.7887091784120934,0.04928423779733404,188800.0,NEAR BAY,-0.2550489377832096,-0.01781733937668227,-0.0685618287254152,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.5467471755317248,-0.5385042953374922,-0.6759566379071289,-0.5428421578144779,-0.45172227719179,184400.0,NEAR BAY,-0.19692668864667803,0.026501248331965235,-0.07802782126349564,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.4491107293633705,-0.27859787764529725,-0.6247395561389534,-0.3074375636252714,-0.6284273487213644,182300.0,NEAR BAY,-0.44214678905039806,0.6104394250715969,-0.11468295573351324,2,False,False,False,True,False
-1.3428091431408828,1.0291389545592105,1.6972653653772076,-0.6925142641774369,-0.5122752073135093,-0.7148109758002275,-0.5114548785892503,-0.9709941063962142,142500.0,NEAR BAY,-0.6985702375394177,1.1100676119184065,-0.1005545624970305,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,1.1410588153337744,-0.7466039385805627,-0.5361198327898574,-0.766028057568403,-0.6448508152964673,-1.1242753599839772,137500.0,NEAR BAY,-0.5855684318218523,1.4719096744037248,-0.0832985164936761,2,False,False,False,True,False
-1.3428091431408828,1.0244570888637163,0.9026845796008742,-0.9221661868551153,-0.815101950863131,-0.885240230649501,-0.8881022292919806,-1.5370609336911332,187500.0,NEAR BAY,-0.6179991039812831,1.5128132435652983,-0.04110470482060184,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,0.9026845796008742,-0.7745655499245515,-0.385898692288864,-0.6406345125497664,-0.38590576168834023,-1.1031149671466556,112500.0,NEAR BAY,-1.1080736886269666,2.798794992054533,-0.10418253850673168,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,-0.6070189133741593,-0.7974849034851981,-0.19991061357334827,-0.6097276528620744,-0.160963593907543,-1.552220618111901,171900.0,NEAR BAY,-1.3674950841144549,4.47205397745522,-0.13408434991088972,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,1.1410588153337744,-0.3519326702662291,-0.19275722593044384,-0.32185233119957096,-0.2420473985727141,-1.2455001975569917,93800.0,NEAR BAY,-0.3392404000423921,0.4646564830227378,-0.04465478284691153,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,0.9821426581785077,0.2682650370848666,0.7538744054805784,0.47112938307321467,0.5766374678853038,-1.4527351891006124,97500.0,NEAR BAY,-0.3861539682897969,0.7821173747682565,-0.03368271051292481,2,False,False,False,True,False
-1.3478004503108902,1.0244570888637163,1.8561815225324745,-0.4610287932149067,-0.19275722593044384,-0.2326639646722309,-0.26035664478743015,-1.3807793258950931,104200.0,NEAR BAY,-0.5472666897025246,1.010941798274502,-0.01595016195079916,2,False,False,False,True,False
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.671886845972855,-0.7197234489577383,-0.6397514594158324,-0.6971629473385131,-1.1900726013935596,87500.0,NEAR BAY,-0.16472185441562817,-0.1983153345409043,-0.005976571919993317,2,False,False,False,True,False
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.7750239369957644,-0.7006477485766598,-0.7501331011575899,-0.7311658331658429,-1.2945586207519766,83100.0,NEAR BAY,-0.45816221976694566,0.6643835302650658,-0.04356654568432763,2,False,False,False,True,False
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.6407165251303757,-0.593346933933093,-0.7095126569966231,-0.6291571756838535,-1.2448685440394598,87500.0,NEAR BAY,-0.26234731767948394,0.2887381686412834,-0.06442555117335806,2,False,False,False,True,False
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.52566137025593,-0.48127719419425663,-0.6159090247996128,-0.668391274715388,-1.6072797497234395,85300.0,NEAR BAY,0.2722022879017332,0.1714895942643076,-0.008381503511034187,2,False,False,False,True,False
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.5724168515196489,-0.46697041890844776,-0.31037264045842816,-0.5114548785892503,-1.3967812150059034,80300.0,NEAR BAY,-0.3502263927831261,0.49137072178502245,0.044506890970227524,2,False,False,False,True,False
-1.3577830646509195,1.0244570888637163,-2.1167224063491927,-1.1357745620403412,-1.1775402581036232,-1.1757647117138066,-1.1575097093085167,-0.6885923462662866,60000.0,NEAR BAY,-1.0739484010363376,0.8944191895673751,-0.13687271387456815,2,False,False,False,True,False
-1.3577830646509195,1.0291389545592105,1.8561815225324745,-0.6943478124622886,-0.7769505501009739,-0.7695602701041392,-0.8174808510352186,-0.25148811213414896,75700.0,NEAR BAY,0.2286284490512514,-0.391887170325456,-0.010407319200888943,2,False,False,False,True,False
-1.3577830646509195,1.0244570888637163,1.6178072867995743,-1.1463174646782386,-1.2109227337705106,-1.1828291367852792,-1.2464403337799947,1.1831023017672573,75000.0,NEAR BAY,0.17807005547902954,0.015643964539679835,0.06436436352574168,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,1.6972653653772076,-0.8598255451701566,-0.8270242636013051,-0.9258606748104677,-0.9874952801718677,-1.5631166412893278,86100.0,NEAR BAY,0.3235536893687474,0.5549087285489073,0.0018784088682092027,2,False,False,False,True,False
-1.3627743718209269,1.0197752231682222,1.8561815225324745,-0.6471339441273567,-0.7149545238624687,-0.7987010235239632,-0.8907178358940829,-1.4105196790122245,76100.0,NEAR BAY,0.9171421352978627,-0.3090835791129355,0.019841941959879147,2,False,False,False,True,False
-1.3627743718209269,1.0197752231682222,1.538349208221941,-0.8286552243276774,-0.8460999639823836,-0.9126148778014569,-0.9587236075487425,-0.6721167170173272,73500.0,NEAR BAY,0.32195946686382937,0.09215292419316291,-0.011870704482112946,2,False,False,False,True,False
-1.3627743718209269,1.0197752231682222,1.8561815225324745,-0.745228777366924,-0.7817194751962435,-0.7254076134074362,-0.8174808510352186,-1.4233106627422472,78400.0,NEAR BAY,-0.01128898364369711,-0.10519180853169499,0.015337421857681489,2,False,False,False,True,False
-1.3627743718209269,1.0197752231682222,1.538349208221941,-0.5412465306771697,-0.43597240578919516,-0.5629258367635692,-0.4382178937303861,-1.6133857337262487,84400.0,NEAR BAY,-0.42296755893038634,0.45220556405230444,-0.06712639570655381,2,False,False,False,True,False
-1.3577830646509195,1.0150933574727246,1.8561815225324745,-0.737436197156304,-0.698263286029025,-0.8243095644080509,-0.9221051151193104,-0.6639052212894113,81300.0,NEAR BAY,0.6294759731138662,0.3646336350110849,0.026602059578002924,2,False,False,False,True,False
-1.3627743718209269,1.0197752231682222,1.8561815225324745,-0.9460023145581877,-1.0201657299597253,-1.016815147605676,-1.0921195442559595,-1.0627944176108635,85000.0,NEAR BAY,0.6251169156077679,-0.35610535566248575,0.026074862640646207,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,1.3794330510666744,0.07574246717543555,0.2555217330249017,0.3510341568581825,0.29153634825615377,-1.521480146925344,129200.0,NEAR BAY,-0.3414199839443514,0.24712077299205198,-0.008378920126323323,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,-0.20972852048599255,-0.8561584486004532,-0.9176338404114281,-0.9126148778014569,-0.9744172471613562,-1.1047467387336132,82500.0,NEAR BAY,0.24988523229846626,-0.24334503396475202,0.0015366189343155355,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,1.3794330510666744,-0.7796078077078937,-0.5718867710043797,-0.7448347823539855,-0.5820762568460123,-1.6539168344345514,95200.0,NEAR BAY,-0.8300139527632038,1.5916994977431185,-0.09335557371335435,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,1.6178072867995743,-0.8213210311882705,-0.7936417879344176,-0.7642619513005349,-0.9090270821087989,-1.116274415428572,75000.0,NEAR BAY,0.049970161688796616,0.42779343745668474,0.059076381929821106,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,1.3794330510666744,-1.202699074437429,-1.270534297461381,-1.2428767498927953,-1.2882900394136314,-1.7742994673175232,67500.0,NEAR BAY,-1.5014325231363885,1.8321147485707616,-0.048068197549426206,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,-0.6864769919517926,-0.8254465148291869,-0.8961736774827148,-1.0026862974627309,-0.9587236075487425,-0.730439391802781,137500.0,NEAR BAY,0.3432323734138318,-0.32154522291519194,-0.08571359033943204,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,-0.9248512276846926,-0.6411749122015886,-0.17845045064463494,-0.5858852182458548,-0.1583479873054407,-1.5510099488699645,177500.0,NEAR BAY,-1.055421427753989,2.4474864445554227,-0.12853052473577473,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,0.5848522652903408,0.12754020622249676,0.05999580411884675,-0.16731803276111049,0.024744474841719835,-0.7497048240875066,102100.0,NEAR BAY,0.11961907871351028,-0.3208145480480952,-0.061850268583699915,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,-0.765935070529426,-0.6549265243379765,-0.7006477485766598,-0.6220903967371513,-0.7651687189931727,-1.4525772757212294,108300.0,NEAR BAY,0.16244937047612906,-0.19109810170412292,0.039711597474389834,2,False,False,False,True,False
-1.3577830646509195,1.0197752231682222,-0.44810275621889256,-0.4083142800254196,-0.3882831548364988,-0.32803370313710933,-0.4565271399451022,-1.6149648675200787,112500.0,NEAR BAY,-0.02415773575082768,0.008162082728663643,0.016601686680126987,2,False,False,False,True,False
-1.352791757480905,1.0150933574727246,0.7437684224456076,-0.8946629625823395,-0.8604067392681926,-0.9550014282302918,-0.901180262302492,-0.9786792241928534,131300.0,NEAR BAY,-0.4106911985375486,0.6669443443402978,-0.08196773363749847,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,-0.9248512276846926,-0.784650065491236,-0.5909624713854582,-0.7209923477377659,-0.5506889776207847,-1.2478688982477368,162500.0,NEAR BAY,-0.9020476129287045,1.5169600163575767,-0.09276020265765711,2,False,False,False,True,False
-1.3478004503108902,1.0197752231682222,1.8561815225324745,-1.1119384343372687,-1.1465422449843705,-1.0971729827936754,-1.160125315910619,-1.4233106627422472,112500.0,NEAR BAY,-0.6786268876487903,0.8103499325532781,0.018987658357771643,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,1.8561815225324745,-1.0523481150795877,-1.048779280531343,-1.0821610795167964,-1.0790415112454481,-1.2369202372771824,112500.0,NEAR BAY,-0.6147470389569724,1.0958430429111043,-0.07431346033892189,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,1.8561815225324745,-1.031262309803793,-0.8890202898398103,-0.9532353219624237,-0.901180262302492,-1.612385615656823,137500.0,NEAR BAY,-1.1877698881253835,3.235056076263162,-0.08072534226254292,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,0.5053941867127075,-0.7736487757821257,-0.841331038887114,-0.8463858927564024,-0.86456176987306,-1.0853233930695045,118800.0,NEAR BAY,0.07294238325906584,-0.30195100640246375,-0.02959248304063068,2,False,False,False,True,False
-1.352791757480905,1.0197752231682222,1.8561815225324745,-0.8538665132443886,-0.9390940033401415,-0.9258606748104677,-1.0058045263865838,-0.7697598232691474,98200.0,NEAR BAY,0.5225061597929835,-0.44141110336982287,0.0199893846333084,2,False,False,False,True,False
-1.3478004503108902,1.0197752231682222,0.9026845796008742,-0.8048190966246049,-0.2046795386686179,-0.7448347823539855,-0.312668776829476,-1.5231645563054295,118800.0,NEAR BAY,-1.2583135911363597,4.578107691617749,-0.14819046337361477,2,False,False,False,True,False
-1.3478004503108902,1.0197752231682222,-1.481057777728126,-0.8071110319806696,-0.45027918107500403,-0.7766246951756117,-0.4434491069345907,-1.6373885673924644,162500.0,NEAR BAY,-1.1226182326886163,2.8188476280390744,-0.1363505924594154,2,False,False,False,True,False
-1.3478004503108902,1.0150933574727246,-1.481057777728126,-1.1600690768146265,-1.179924720651258,-1.1483900645618508,-1.204590628146358,-1.5256911703755573,137500.0,NEAR BAY,-1.1061304904324951,2.853879564588246,0.012947781790193683,2,False,False,False,True,False
-1.3478004503108902,1.0150933574727246,1.8561815225324745,-1.0940613385599645,-1.0940840689364046,-0.9090826652657207,-1.0842727244496526,-1.3829374754133272,500001.0,NEAR BAY,-1.0102965277122125,1.524354261818508,0.1529173180746818,2,False,False,False,True,False
-1.3478004503108902,1.0150933574727246,-1.004309306262326,-0.7525629705063308,-0.3453628289790721,-0.5523291991563605,-0.3597496956673173,-0.9353056826556567,162500.0,NEAR BAY,-1.084486912752637,2.7675332421078944,-0.08287378701591905,2,False,False,False,True,False
-1.352791757480905,1.0150933574727246,1.8561815225324745,-1.109646498981204,-1.0726239060076912,-0.4604916732272183,-1.0764259046433458,-1.5811714043321172,137500.0,NEAR BAY,-1.206823487782376,2.9251654819848145,0.6934539013404263,2,False,False,False,True,False
-1.352791757480905,1.0150933574727246,1.8561815225324745,-1.1641945604555428,-1.206153808675241,-1.090108557722203,-1.2176686611568697,-1.642652346705231,162500.0,NEAR BAY,-1.053092610301041,1.6724639960680303,0.24523795951071525,2,False,False,False,True,False
-1.3478004503108902,1.0104114917772304,-0.1302704419083592,-0.724601359162342,-0.45266364362263883,-0.6247395561389534,-0.5166860917934549,-0.6502193950762181,187500.0,NEAR BAY,-0.7823499171020312,1.76431992665491,-0.06674226847620573,2,False,False,False,True,False
-1.3478004503108902,1.0150933574727246,0.8232265010232409,-0.42206589216180757,0.20544801952457056,-0.08696019757311106,-0.08511100244657649,-1.0648472915428426,179200.0,NEAR BAY,-0.7100010083903625,2.2908662986194286,-0.022060260025215713,2,False,False,False,True,False
-1.3428091431408828,1.0150933574727246,0.5848522652903408,1.2345449832017252,4.626241582839521,1.8045396153136448,4.76945485105528,-0.9796267044691515,130000.0,NEAR BAY,-1.267113962722478,3.847267350624384,-0.1518735076510045,2,False,False,False,True,False
-1.3428091431408828,1.0244570888637163,0.18756187240217417,0.8985472600026467,1.8936475032500208,0.549721111993346,1.7798165048523586,-0.5454175489590355,183800.0,NEAR BAY,-0.6200542830886562,1.161831693676786,-0.128546881457865,2,False,False,False,True,False
-1.3428091431408828,1.0197752231682222,0.028645715246907483,-1.0546400504356523,-1.024934655054995,-1.0803949732489282,-1.068579084837039,-0.9814163894354919,125000.0,NEAR BAY,-0.7063868618555245,1.618611652686512,-0.08192677568008233,2,False,False,False,True,False
-1.3428091431408828,1.0244570888637163,-0.5275608347965259,0.4795814769140278,1.748195287844297,0.5285278367789286,1.9629089669995192,-1.3960442859021165,170000.0,NEAR BAY,-1.0037534821964091,2.0097164547769513,-0.13975384126942994,2,False,False,False,True,False
-1.3428091431408828,1.0244570888637163,0.6643103438679743,0.4571205104245942,1.3070697165318559,0.3642799538671934,1.2566951844319,-0.6633788433581347,193100.0,NEAR BAY,-0.6959491115537924,1.300560798041435,-0.1150749282874613,2,False,False,False,True,False
-1.3378178359708683,1.0197752231682222,0.028645715246907483,0.9260504842754226,2.0915578947037106,0.7757827142804652,1.9629089669995192,-0.7261230927663124,257800.0,NEAR BAY,-0.6888123553049315,1.3778507517588647,-0.11818592700020199,2,False,False,False,True,False
-1.3378178359708683,1.0197752231682222,-0.05081236333072586,1.4531956161702932,2.542221316206691,1.0044934759693867,2.608963797718786,-0.34370952569381974,273400.0,NEAR BAY,-0.626720000941695,0.954833038641868,-0.13080981513595885,2,False,False,False,True,False
-1.3378178359708683,1.0197752231682222,0.8232265010232409,-0.8167371604761412,-0.7030322111242946,-0.915264037203259,-0.7102409803490246,-0.3925047599231659,237500.0,NEAR BAY,-0.6803996298612905,1.0663893595178464,-0.13138276075935898,2,False,False,False,True,False
-1.3378178359708683,1.0197752231682222,1.8561815225324745,-0.2203755808281179,0.3914360982400863,-0.4684391514326249,0.2967675614603584,-0.6796439214345834,350000.0,NEAR BAY,-0.7734093118163179,1.7088391791208564,-0.15507932460725085,2,False,False,False,True,False
-1.3428091431408828,1.0197752231682222,0.4259361081350742,1.4829907757991339,3.283789168521119,1.1157581708450781,3.3727209255326556,-0.5422066435782479,335700.0,NEAR BAY,-0.8678980848444459,1.7198615878943393,-0.1509350386361127,2,False,False,False,True,False
